,YEAR,START_DATE,offensegroup,OFFENSE,offense-text,offensekey,START_TIME
43206,2022,2022-08-08,property,burglary,burglary,property|burglary,00:19:00
43207,2022,2022-08-08,property,theft/other,theft/other,property|theft/other,01:50:00
43208,2022,2022-08-08,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,09:07:00
43209,2022,2022-08-08,property,theft f/auto,theft f/auto,property|theft f/auto,10:02:00
43210,2022,2022-08-11,property,theft f/auto,theft f/auto,property|theft f/auto,10:00:00
43211,2022,2022-08-13,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,20:10:00
43212,2022,2022-08-24,property,theft/other,theft/other,property|theft/other,14:21:00
43213,2022,2022-08-24,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,16:44:00
43214,2022,2022-08-17,property,theft f/auto,theft f/auto,property|theft f/auto,16:00:00
43215,2022,2022-08-29,property,theft f/auto,theft f/auto,property|theft f/auto,12:00:00
43216,2022,2022-08-29,property,burglary,burglary,property|burglary,12:00:00
43217,2022,2022-08-29,property,theft/other,theft/other,property|theft/other,17:44:00
43218,2022,2022-08-29,property,theft/other,theft/other,property|theft/other,18:29:00
43219,2022,2022-08-29,property,theft/other,theft/other,property|theft/other,13:47:00
43220,2022,2022-08-29,property,theft/other,theft/other,property|theft/other,19:05:00
43221,2022,2022-08-29,property,theft/other,theft/other,property|theft/other,22:54:00
43222,2022,2022-09-16,property,theft f/auto,theft f/auto,property|theft f/auto,00:20:00
43223,2022,2022-09-14,property,theft f/auto,theft f/auto,property|theft f/auto,16:00:00
43224,2022,2022-09-21,property,theft/other,theft/other,property|theft/other,12:02:00
43225,2022,2022-09-21,property,theft/other,theft/other,property|theft/other,14:00:00
43226,2022,2022-09-25,property,theft/other,theft/other,property|theft/other,13:00:00
43227,2022,2022-10-03,property,theft/other,theft/other,property|theft/other,10:28:00
43228,2022,2022-10-03,property,burglary,burglary,property|burglary,09:42:00
43229,2022,2022-10-02,property,theft f/auto,theft f/auto,property|theft f/auto,21:00:00
43230,2022,2022-10-08,property,theft/other,theft/other,property|theft/other,19:45:00
43231,2022,2022-10-05,property,theft f/auto,theft f/auto,property|theft f/auto,10:00:00
43232,2022,2022-09-06,violent,robbery,robbery,violent|robbery,16:05:00
43233,2022,2022-09-06,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,17:46:00
43234,2022,2022-09-06,violent,robbery,robbery,violent|robbery,19:27:00
43235,2022,2022-10-08,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,21:29:00
43236,2022,2022-10-08,property,theft f/auto,theft f/auto,property|theft f/auto,20:00:00
43237,2022,2022-07-30,property,theft/other,theft/other,property|theft/other,08:25:00
43238,2022,2022-07-30,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,09:00:00
43239,2022,2022-07-28,property,theft/other,theft/other,property|theft/other,09:30:00
43240,2022,2022-07-29,property,theft f/auto,theft f/auto,property|theft f/auto,18:00:00
43241,2022,2022-07-30,property,theft/other,theft/other,property|theft/other,11:16:00
43242,2022,2022-07-30,property,theft f/auto,theft f/auto,property|theft f/auto,12:14:00
43243,2022,2022-08-15,property,theft/other,theft/other,property|theft/other,12:50:00
43244,2022,2022-08-15,property,theft f/auto,theft f/auto,property|theft f/auto,14:15:00
43245,2022,2022-08-05,property,theft/other,theft/other,property|theft/other,13:45:00
43246,2022,2022-08-20,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,16:44:00
43247,2022,2022-08-20,property,theft f/auto,theft f/auto,property|theft f/auto,01:00:00
43248,2022,2022-09-01,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,01:47:00
43249,2022,2022-09-01,property,theft/other,theft/other,property|theft/other,10:19:00
43250,2022,2022-08-30,property,theft/other,theft/other,property|theft/other,12:20:00
43251,2022,2022-09-06,property,theft/other,theft/other,property|theft/other,15:29:00
43252,2022,2022-09-06,property,theft/other,theft/other,property|theft/other,15:38:00
43253,2022,2022-09-05,property,theft/other,theft/other,property|theft/other,13:20:00
43254,2022,2022-09-06,property,theft f/auto,theft f/auto,property|theft f/auto,18:36:00
43255,2022,2022-12-17,property,theft/other,theft/other,property|theft/other,12:47:00
43256,2022,2022-12-16,property,theft f/auto,theft f/auto,property|theft f/auto,22:30:00
43257,2022,2022-12-17,property,theft f/auto,theft f/auto,property|theft f/auto,16:35:00
43258,2022,2022-10-28,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,19:49:00
43259,2022,2022-12-23,property,theft/other,theft/other,property|theft/other,10:33:00
43260,2022,2022-12-23,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,02:00:00
43261,2022,2022-03-11,property,theft/other,theft/other,property|theft/other,15:00:00
43262,2022,2022-03-14,property,theft/other,theft/other,property|theft/other,21:50:00
43263,2022,2022-02-19,property,theft/other,theft/other,property|theft/other,22:25:00
43264,2022,2022-03-08,property,theft/other,theft/other,property|theft/other,10:00:00
43265,2022,2022-06-18,property,theft f/auto,theft f/auto,property|theft f/auto,03:20:00
43266,2022,2022-06-19,property,theft f/auto,theft f/auto,property|theft f/auto,03:15:00
43267,2022,2022-06-14,property,theft/other,theft/other,property|theft/other,08:35:00
43268,2022,2022-06-19,property,theft f/auto,theft f/auto,property|theft f/auto,10:00:00
43269,2022,2022-06-20,property,theft/other,theft/other,property|theft/other,07:00:00
43270,2022,2022-06-18,property,theft f/auto,theft f/auto,property|theft f/auto,20:00:00
43271,2022,2022-11-05,property,theft f/auto,theft f/auto,property|theft f/auto,04:45:00
43272,2022,2022-10-28,property,theft/other,theft/other,property|theft/other,16:43:00
43273,2022,2022-10-28,property,theft f/auto,theft f/auto,property|theft f/auto,12:30:00
43274,2022,2022-10-11,property,theft/other,theft/other,property|theft/other,17:00:00
43275,2022,2022-11-15,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,10:00:00
43276,2022,2022-11-15,property,theft/other,theft/other,property|theft/other,10:57:00
43277,2022,2022-11-20,property,theft/other,theft/other,property|theft/other,02:00:00
43278,2022,2022-11-20,property,theft/other,theft/other,property|theft/other,17:11:00
43279,2022,2022-11-20,property,theft/other,theft/other,property|theft/other,17:48:00
43280,2022,2022-11-20,property,theft f/auto,theft f/auto,property|theft f/auto,00:01:00
43281,2022,2022-08-06,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,05:34:00
43282,2022,2022-08-04,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,01:15:00
43283,2022,2022-10-18,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,22:03:00
43284,2022,2022-07-28,violent,homicide,homicide,violent|homicide,00:41:00
43285,2022,2022-08-08,property,theft f/auto,theft f/auto,property|theft f/auto,20:30:00
43286,2022,2022-08-21,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,15:00:00
43287,2022,2022-08-22,property,burglary,burglary,property|burglary,13:11:00
43288,2022,2022-08-21,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,21:00:00
43289,2022,2022-08-22,property,theft/other,theft/other,property|theft/other,13:33:00
43290,2022,2022-08-22,property,theft/other,theft/other,property|theft/other,09:10:00
43291,2022,2022-08-27,property,theft/other,theft/other,property|theft/other,15:51:00
43292,2022,2022-08-27,property,theft/other,theft/other,property|theft/other,15:30:00
43293,2022,2022-09-14,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,04:29:00
43294,2022,2022-09-14,property,theft/other,theft/other,property|theft/other,07:30:00
43295,2022,2022-10-01,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,01:00:00
43296,2022,2022-10-01,property,burglary,burglary,property|burglary,03:30:00
43297,2022,2022-10-04,property,theft f/auto,theft f/auto,property|theft f/auto,20:45:00
43298,2022,2022-10-05,property,theft/other,theft/other,property|theft/other,19:00:00
43299,2022,2022-10-17,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,18:30:00
43300,2022,2022-10-19,property,burglary,burglary,property|burglary,04:35:00
43301,2022,2022-07-28,property,theft/other,theft/other,property|theft/other,08:01:00
43302,2022,2022-08-14,violent,robbery,robbery,violent|robbery,00:37:00
43303,2022,2022-10-14,violent,robbery,robbery,violent|robbery,21:20:00
43304,2022,2022-07-28,property,theft/other,theft/other,property|theft/other,08:30:00
43305,2022,2022-08-08,property,theft/other,theft/other,property|theft/other,16:00:00
43306,2022,2022-08-14,property,theft f/auto,theft f/auto,property|theft f/auto,02:41:00
43307,2022,2022-08-18,property,theft/other,theft/other,property|theft/other,15:15:00
43308,2022,2022-08-18,property,theft/other,theft/other,property|theft/other,12:00:00
43309,2022,2022-08-18,property,theft/other,theft/other,property|theft/other,13:05:00
43310,2022,2022-08-20,property,theft/other,theft/other,property|theft/other,12:00:00
43311,2022,2022-08-29,property,theft f/auto,theft f/auto,property|theft f/auto,00:28:00
43312,2022,2022-09-03,property,theft f/auto,theft f/auto,property|theft f/auto,22:00:00
43313,2022,2022-09-04,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,15:46:00
43314,2022,2022-09-04,property,theft/other,theft/other,property|theft/other,20:34:00
43315,2022,2022-09-21,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,15:34:00
43316,2022,2022-09-26,property,theft/other,theft/other,property|theft/other,17:05:00
43317,2022,2022-09-26,property,theft/other,theft/other,property|theft/other,16:42:00
43318,2022,2022-09-26,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,17:50:00
43319,2022,2022-09-25,property,theft f/auto,theft f/auto,property|theft f/auto,21:00:00
43320,2022,2022-10-09,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,01:15:00
43321,2022,2022-10-09,property,theft f/auto,theft f/auto,property|theft f/auto,00:30:00
43322,2022,2022-10-09,property,theft f/auto,theft f/auto,property|theft f/auto,02:00:00
43323,2022,2022-10-09,property,theft f/auto,theft f/auto,property|theft f/auto,01:00:00
43324,2022,2022-10-14,property,theft f/auto,theft f/auto,property|theft f/auto,20:40:00
43325,2022,2022-10-15,property,theft f/auto,theft f/auto,property|theft f/auto,01:17:00
43326,2022,2022-08-03,violent,robbery,robbery,violent|robbery,23:50:00
43327,2022,2022-08-04,violent,sex abuse,sex abuse,violent|sex abuse,03:30:00
43328,2022,2022-08-20,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,23:36:00
43329,2022,2022-09-06,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,20:30:00
43330,2022,2022-10-15,property,theft f/auto,theft f/auto,property|theft f/auto,03:17:00
43331,2022,2022-08-04,property,theft f/auto,theft f/auto,property|theft f/auto,03:25:00
43332,2022,2022-08-04,property,theft/other,theft/other,property|theft/other,07:45:00
43333,2022,2022-08-20,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,16:30:00
43334,2022,2022-08-26,property,theft f/auto,theft f/auto,property|theft f/auto,00:15:00
43335,2022,2022-09-06,property,theft f/auto,theft f/auto,property|theft f/auto,19:00:00
43336,2022,2022-09-12,property,theft/other,theft/other,property|theft/other,08:12:00
43337,2022,2022-09-12,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,08:38:00
43338,2022,2022-09-12,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,10:50:00
43339,2022,2022-09-10,property,theft f/auto,theft f/auto,property|theft f/auto,06:00:00
43340,2022,2022-09-12,property,theft/other,theft/other,property|theft/other,12:32:00
43341,2022,2022-09-11,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,17:00:00
43342,2022,2022-12-23,property,theft/other,theft/other,property|theft/other,13:52:00
43343,2022,2022-12-22,property,theft/other,theft/other,property|theft/other,21:53:00
43344,2022,2022-12-23,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,17:14:00
43345,2022,2022-12-29,property,theft f/auto,theft f/auto,property|theft f/auto,12:52:00
43346,2023,2023-01-30,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,22:29:00
43347,2022,2022-06-21,property,theft/other,theft/other,property|theft/other,00:45:00
43348,2022,2022-06-21,property,theft/other,theft/other,property|theft/other,22:20:00
43349,2022,2022-08-20,property,theft/other,theft/other,property|theft/other,17:30:00
43350,2022,2022-08-26,property,theft/other,theft/other,property|theft/other,11:00:00
43351,2023,2023-01-30,property,theft/other,theft/other,property|theft/other,14:00:00
43352,2023,2023-01-31,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,00:18:00
43353,2023,2023-02-05,property,theft f/auto,theft f/auto,property|theft f/auto,02:02:00
43354,2023,2023-02-05,property,theft f/auto,theft f/auto,property|theft f/auto,02:59:00
43355,2023,2023-01-31,property,theft/other,theft/other,property|theft/other,13:00:00
43356,2023,2023-02-05,property,theft/other,theft/other,property|theft/other,20:44:00
43357,2023,2023-02-05,property,theft f/auto,theft f/auto,property|theft f/auto,23:21:00
43358,2022,2022-11-23,property,theft/other,theft/other,property|theft/other,12:31:00
43359,2022,2022-12-08,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,03:20:00
43360,2022,2022-12-08,property,theft/other,theft/other,property|theft/other,11:40:00
43361,2022,2022-12-07,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,23:10:00
43362,2022,2022-12-08,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,13:45:00
43363,2022,2022-12-08,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,14:51:00
43364,2022,2022-12-13,property,burglary,burglary,property|burglary,07:00:00
43365,2022,2022-12-25,property,theft f/auto,theft f/auto,property|theft f/auto,16:16:00
43366,2022,2022-12-26,violent,robbery,robbery,violent|robbery,02:15:00
43367,2022,2022-12-26,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,03:22:00
43368,2022,2022-10-30,violent,robbery,robbery,violent|robbery,20:35:00
43369,2022,2022-12-25,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,16:45:00
43370,2022,2022-12-25,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,20:46:00
43371,2022,2022-12-25,property,theft/other,theft/other,property|theft/other,21:00:00
43372,2022,2022-12-25,property,theft/other,theft/other,property|theft/other,21:27:00
43373,2022,2022-12-29,property,theft/other,theft/other,property|theft/other,18:15:00
43374,2022,2022-04-14,property,theft/other,theft/other,property|theft/other,08:20:00
43375,2022,2022-04-02,property,theft/other,theft/other,property|theft/other,18:00:00
43376,2022,2022-07-16,property,theft/other,theft/other,property|theft/other,18:35:00
43377,2022,2022-07-07,property,theft/other,theft/other,property|theft/other,11:50:00
43378,2022,2022-07-18,property,theft f/auto,theft f/auto,property|theft f/auto,10:10:00
43379,2022,2022-07-13,property,theft/other,theft/other,property|theft/other,15:00:00
43380,2022,2022-07-17,property,theft/other,theft/other,property|theft/other,08:11:00
43381,2022,2022-07-19,property,theft f/auto,theft f/auto,property|theft f/auto,22:00:00
43382,2022,2022-10-24,property,theft/other,theft/other,property|theft/other,12:00:00
43383,2022,2022-10-24,property,theft f/auto,theft f/auto,property|theft f/auto,11:00:00
43384,2022,2022-10-25,property,theft/other,theft/other,property|theft/other,22:41:00
43385,2022,2022-10-30,property,theft/other,theft/other,property|theft/other,21:39:00
43386,2022,2022-11-04,property,theft f/auto,theft f/auto,property|theft f/auto,21:00:00
43387,2022,2022-11-06,property,theft/other,theft/other,property|theft/other,11:31:00
43388,2022,2022-11-11,property,theft f/auto,theft f/auto,property|theft f/auto,16:37:00
43389,2022,2022-11-11,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,17:17:00
43390,2022,2022-11-10,property,theft f/auto,theft f/auto,property|theft f/auto,23:00:00
43391,2022,2022-11-23,violent,sex abuse,sex abuse,violent|sex abuse,06:09:00
43392,2022,2022-12-10,violent,robbery,robbery,violent|robbery,22:59:00
43393,2022,2022-12-11,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,00:05:00
43394,2022,2022-12-16,violent,robbery,robbery,violent|robbery,22:45:00
43395,2022,2022-11-22,property,theft f/auto,theft f/auto,property|theft f/auto,22:30:00
43396,2022,2022-11-23,property,theft f/auto,theft f/auto,property|theft f/auto,10:15:00
43397,2022,2022-11-23,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,09:59:00
43398,2022,2022-12-02,property,theft f/auto,theft f/auto,property|theft f/auto,22:00:00
43399,2022,2022-12-05,property,theft/other,theft/other,property|theft/other,08:30:00
43400,2022,2022-12-05,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,03:50:00
43401,2022,2022-12-21,property,theft/other,theft/other,property|theft/other,18:42:00
43402,2022,2022-12-21,property,theft f/auto,theft f/auto,property|theft f/auto,09:00:00
43403,2022,2022-12-21,property,theft/other,theft/other,property|theft/other,20:21:00
43404,2022,2022-12-21,property,theft/other,theft/other,property|theft/other,20:30:00
43405,2022,2022-12-20,property,theft/other,theft/other,property|theft/other,10:00:00
43406,2022,2022-12-21,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,17:50:00
43410,2022,2022-06-03,property,theft/other,theft/other,property|theft/other,16:37:00
43411,2022,2022-06-06,property,theft/other,theft/other,property|theft/other,09:00:00
43412,2022,2022-08-25,property,theft/other,theft/other,property|theft/other,02:51:00
43413,2023,2023-01-03,violent,robbery,robbery,violent|robbery,22:21:00
43414,2022,2022-10-07,property,theft/other,theft/other,property|theft/other,09:45:00
43415,2022,2022-10-21,property,theft/other,theft/other,property|theft/other,14:15:00
43416,2022,2022-08-29,property,theft/other,theft/other,property|theft/other,20:00:00
43417,2022,2022-10-28,property,theft f/auto,theft f/auto,property|theft f/auto,01:25:00
43418,2022,2022-10-23,property,theft/other,theft/other,property|theft/other,10:55:00
43419,2022,2022-10-28,property,theft/other,theft/other,property|theft/other,19:15:00
43420,2022,2022-08-01,property,theft f/auto,theft f/auto,property|theft f/auto,09:15:00
43421,2022,2022-10-29,property,theft/other,theft/other,property|theft/other,08:00:00
43422,2022,2022-10-27,property,theft/other,theft/other,property|theft/other,23:00:00
43423,2023,2023-01-01,property,theft f/auto,theft f/auto,property|theft f/auto,23:30:00
43424,2023,2023-01-03,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,09:42:00
43425,2023,2023-01-03,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,20:30:00
43426,2022,2022-11-22,property,theft f/auto,theft f/auto,property|theft f/auto,07:10:00
43427,2022,2022-11-25,property,theft/other,theft/other,property|theft/other,16:10:00
43429,2022,2022-12-02,property,theft/other,theft/other,property|theft/other,16:20:00
43430,2022,2022-11-29,property,theft/other,theft/other,property|theft/other,10:00:00
43431,2023,2023-01-11,property,theft/other,theft/other,property|theft/other,10:35:00
43433,2022,2022-12-14,violent,robbery,robbery,violent|robbery,00:44:00
43434,2022,2022-12-14,violent,robbery,robbery,violent|robbery,00:59:00
43435,2023,2023-01-13,property,theft/other,theft/other,property|theft/other,20:15:00
43436,2023,2023-01-13,property,theft/other,theft/other,property|theft/other,21:15:00
43437,2023,2023-02-03,property,theft/other,theft/other,property|theft/other,11:35:00
43438,2023,2023-02-05,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,09:36:00
43439,2023,2023-02-04,property,theft f/auto,theft f/auto,property|theft f/auto,22:30:00
43440,2023,2023-01-18,property,theft f/auto,theft f/auto,property|theft f/auto,07:20:00
43441,2023,2023-01-09,property,theft f/auto,theft f/auto,property|theft f/auto,00:00:00
43442,2023,2023-01-05,property,theft/other,theft/other,property|theft/other,19:52:00
43443,2023,2023-01-24,property,theft/other,theft/other,property|theft/other,14:50:00
43444,2023,2023-01-24,property,theft/other,theft/other,property|theft/other,18:00:00
43445,2023,2023-01-19,property,theft/other,theft/other,property|theft/other,23:15:00
43446,2023,2023-01-21,property,theft/other,theft/other,property|theft/other,21:45:00
43447,2023,2023-01-26,property,theft/other,theft/other,property|theft/other,21:30:00
43448,2023,2022-12-30,property,theft/other,theft/other,property|theft/other,04:00:00
43449,2022,2022-12-14,property,theft f/auto,theft f/auto,property|theft f/auto,01:30:00
43450,2022,2022-12-16,property,theft f/auto,theft f/auto,property|theft f/auto,10:00:00
43451,2022,2022-12-19,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,14:20:00
43452,2022,2022-12-19,property,theft f/auto,theft f/auto,property|theft f/auto,15:07:00
43453,2022,2022-12-31,property,theft f/auto,theft f/auto,property|theft f/auto,00:05:00
43454,2022,2022-12-31,violent,robbery,robbery,violent|robbery,12:00:00
43455,2022,2022-10-30,violent,robbery,robbery,violent|robbery,23:15:00
43456,2022,2022-11-11,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,18:29:00
43457,2022,2022-11-11,violent,robbery,robbery,violent|robbery,18:42:00
43458,2022,2022-11-12,violent,sex abuse,sex abuse,violent|sex abuse,03:00:00
43459,2022,2022-11-16,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,11:00:00
43460,2022,2022-12-31,property,theft f/auto,theft f/auto,property|theft f/auto,12:21:00
43461,2022,2022-12-30,property,theft f/auto,theft f/auto,property|theft f/auto,20:00:00
43462,2022,2022-12-30,property,theft f/auto,theft f/auto,property|theft f/auto,12:00:00
43463,2022,2022-04-19,property,theft/other,theft/other,property|theft/other,05:55:00
43464,2022,2022-04-19,property,theft f/auto,theft f/auto,property|theft f/auto,19:05:00
43465,2022,2022-04-20,property,theft/other,theft/other,property|theft/other,16:00:00
43466,2022,2022-07-20,property,theft f/auto,theft f/auto,property|theft f/auto,13:50:00
43467,2022,2022-07-21,property,theft/other,theft/other,property|theft/other,23:00:00
43468,2022,2022-09-24,property,theft f/auto,theft f/auto,property|theft f/auto,09:00:00
43469,2022,2022-09-25,property,theft/other,theft/other,property|theft/other,16:50:00
43470,2022,2022-09-25,property,theft/other,theft/other,property|theft/other,03:59:00
43471,2022,2022-09-27,property,theft/other,theft/other,property|theft/other,12:00:00
43472,2022,2022-09-28,property,theft f/auto,theft f/auto,property|theft f/auto,00:20:00
43473,2022,2022-10-30,property,theft/other,theft/other,property|theft/other,23:10:00
43474,2022,2022-10-31,property,theft f/auto,theft f/auto,property|theft f/auto,01:31:00
43475,2022,2022-10-30,property,theft f/auto,theft f/auto,property|theft f/auto,21:00:00
43476,2022,2022-10-29,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,00:00:00
43477,2022,2022-10-29,property,theft f/auto,theft f/auto,property|theft f/auto,08:30:00
43478,2022,2022-11-05,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,21:30:00
43479,2022,2022-11-17,property,theft/other,theft/other,property|theft/other,11:15:00
43480,2022,2022-11-17,property,theft/other,theft/other,property|theft/other,10:49:00
43481,2022,2022-11-17,property,theft/other,theft/other,property|theft/other,11:09:00
43482,2022,2022-11-16,property,theft/other,theft/other,property|theft/other,13:20:00
43483,2022,2022-11-28,property,burglary,burglary,property|burglary,23:09:00
43484,2022,2022-11-29,property,burglary,burglary,property|burglary,01:40:00
43485,2022,2022-11-28,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,17:30:00
43486,2022,2022-12-04,property,theft/other,theft/other,property|theft/other,15:47:00
43487,2022,2022-12-04,property,theft/other,theft/other,property|theft/other,16:05:00
43488,2022,2022-12-10,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,23:28:00
43489,2022,2022-12-11,property,theft f/auto,theft f/auto,property|theft f/auto,03:25:00
43490,2022,2022-12-16,property,burglary,burglary,property|burglary,13:06:00
43491,2022,2022-12-16,property,theft/other,theft/other,property|theft/other,14:02:00
43492,2022,2022-12-16,property,theft f/auto,theft f/auto,property|theft f/auto,14:10:00
43493,2022,2022-12-04,property,theft/other,theft/other,property|theft/other,15:00:00
43494,2022,2022-12-16,property,theft/other,theft/other,property|theft/other,15:12:00
43495,2022,2022-12-16,property,theft f/auto,theft f/auto,property|theft f/auto,15:48:00
43496,2022,2022-12-15,property,theft/other,theft/other,property|theft/other,02:00:00
43497,2022,2022-12-23,property,theft/other,theft/other,property|theft/other,18:40:00
43498,2022,2022-12-28,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,10:21:00
43499,2022,2022-05-31,property,theft/other,theft/other,property|theft/other,12:10:00
43500,2022,2022-06-07,property,theft/other,theft/other,property|theft/other,11:15:00
43501,2022,2022-06-06,property,theft f/auto,theft f/auto,property|theft f/auto,13:45:00
43502,2022,2022-08-22,property,theft f/auto,theft f/auto,property|theft f/auto,08:25:00
43503,2022,2022-08-18,property,theft/other,theft/other,property|theft/other,09:31:00
43504,2022,2022-08-19,property,theft f/auto,theft f/auto,property|theft f/auto,02:35:00
43505,2022,2022-08-05,property,theft/other,theft/other,property|theft/other,14:21:00
43506,2022,2022-08-23,property,theft/other,theft/other,property|theft/other,16:45:00
43507,2022,2022-08-20,property,theft/other,theft/other,property|theft/other,06:06:00
43508,2022,2022-08-24,property,theft/other,theft/other,property|theft/other,04:00:00
43509,2022,2022-08-24,property,theft/other,theft/other,property|theft/other,10:45:00
43510,2023,2023-01-02,property,theft f/auto,theft f/auto,property|theft f/auto,10:00:00
43511,2023,2022-12-27,property,theft/other,theft/other,property|theft/other,11:47:00
43512,2023,2023-01-02,violent,robbery,robbery,violent|robbery,21:56:00
43513,2023,2023-01-04,violent,robbery,robbery,violent|robbery,01:06:00
43514,2023,2023-01-08,violent,robbery,robbery,violent|robbery,19:39:00
43515,2023,2022-12-31,property,theft f/auto,theft f/auto,property|theft f/auto,14:50:00
43516,2023,2023-01-02,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,18:16:00
43517,2023,2023-01-02,property,theft/other,theft/other,property|theft/other,21:25:00
43518,2023,2023-01-02,property,theft/other,theft/other,property|theft/other,21:47:00
43519,2023,2023-01-06,property,theft f/auto,theft f/auto,property|theft f/auto,08:00:00
43520,2023,2023-01-07,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,12:21:00
43521,2023,2023-01-06,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,23:30:00
43522,2023,2023-01-02,property,theft f/auto,theft f/auto,property|theft f/auto,17:00:00
43523,2023,2023-01-03,property,theft f/auto,theft f/auto,property|theft f/auto,13:22:00
43524,2023,2023-01-03,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,13:11:00
43525,2023,2023-01-08,property,theft f/auto,theft f/auto,property|theft f/auto,01:39:00
43526,2023,2023-01-08,property,theft/other,theft/other,property|theft/other,01:21:00
43527,2023,2023-01-03,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,15:30:00
43528,2023,2023-01-03,property,theft f/auto,theft f/auto,property|theft f/auto,22:00:00
43529,2023,2023-01-04,property,theft/other,theft/other,property|theft/other,13:20:00
43530,2023,2023-01-04,property,theft/other,theft/other,property|theft/other,14:51:00
43531,2023,2023-01-04,property,theft f/auto,theft f/auto,property|theft f/auto,15:59:00
43532,2023,2023-01-04,property,theft/other,theft/other,property|theft/other,16:32:00
43533,2023,2023-01-04,property,theft f/auto,theft f/auto,property|theft f/auto,17:03:00
43534,2023,2023-01-03,property,theft f/auto,theft f/auto,property|theft f/auto,10:40:00
43535,2023,2023-01-04,property,theft/other,theft/other,property|theft/other,00:00:00
43536,2023,2023-01-04,property,theft/other,theft/other,property|theft/other,16:49:00
43537,2023,2023-01-04,property,theft/other,theft/other,property|theft/other,15:30:00
43538,2022,2022-12-10,property,theft/other,theft/other,property|theft/other,12:50:00
43539,2022,2022-10-31,property,theft/other,theft/other,property|theft/other,16:00:00
43540,2023,2023-01-20,property,theft/other,theft/other,property|theft/other,13:35:00
43541,2023,2023-01-20,property,theft f/auto,theft f/auto,property|theft f/auto,22:30:00
