,YEAR,START_DATE,offensegroup,OFFENSE,offense-text,offensekey,START_TIME
20303,2022,2022-10-19,property,theft/other,theft/other,property|theft/other,15:04:00
20304,2022,2022-10-19,property,theft f/auto,theft f/auto,property|theft f/auto,17:25:00
20305,2022,2022-08-03,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,12:00:00
20306,2022,2022-08-03,property,theft f/auto,theft f/auto,property|theft f/auto,10:40:00
20307,2022,2022-08-03,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,10:43:00
20308,2022,2022-08-08,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,14:55:00
20309,2022,2022-08-05,property,theft f/auto,theft f/auto,property|theft f/auto,12:45:00
20310,2022,2022-08-05,property,theft f/auto,theft f/auto,property|theft f/auto,18:30:00
20311,2022,2022-08-08,property,theft/other,theft/other,property|theft/other,18:21:00
20312,2022,2022-08-08,property,theft/other,theft/other,property|theft/other,18:35:00
20313,2022,2022-08-24,property,theft f/auto,theft f/auto,property|theft f/auto,16:00:00
20314,2022,2022-08-25,property,theft/other,theft/other,property|theft/other,10:55:00
20315,2022,2022-08-25,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,04:30:00
20316,2022,2022-09-11,property,theft f/auto,theft f/auto,property|theft f/auto,13:44:00
20317,2022,2022-09-11,property,theft/other,theft/other,property|theft/other,14:59:00
20318,2022,2022-09-16,property,theft f/auto,theft f/auto,property|theft f/auto,16:52:00
20319,2022,2022-09-28,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,00:20:00
20320,2022,2022-10-04,property,theft/other,theft/other,property|theft/other,03:13:00
20321,2022,2022-10-04,property,theft/other,theft/other,property|theft/other,10:51:00
20322,2022,2022-10-19,property,theft/other,theft/other,property|theft/other,19:00:00
20323,2022,2022-07-30,violent,robbery,robbery,violent|robbery,17:35:00
20324,2022,2022-12-18,violent,robbery,robbery,violent|robbery,10:00:00
20325,2022,2022-07-29,property,theft f/auto,theft f/auto,property|theft f/auto,19:45:00
20326,2022,2022-07-30,property,theft/other,theft/other,property|theft/other,19:30:00
20327,2022,2022-11-02,property,theft/other,theft/other,property|theft/other,17:36:00
20328,2022,2022-11-08,property,theft/other,theft/other,property|theft/other,10:00:00
20329,2022,2022-11-08,property,theft f/auto,theft f/auto,property|theft f/auto,15:02:00
20330,2022,2022-11-07,property,theft/other,theft/other,property|theft/other,12:00:00
20331,2022,2022-11-25,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,16:39:00
20332,2022,2022-11-25,property,theft f/auto,theft f/auto,property|theft f/auto,00:00:00
20333,2022,2022-11-25,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,16:55:00
20334,2022,2022-11-25,property,theft/other,theft/other,property|theft/other,17:40:00
20335,2022,2022-11-25,property,theft/other,theft/other,property|theft/other,17:43:00
20336,2022,2022-11-25,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,18:27:00
20337,2022,2022-11-25,property,theft/other,theft/other,property|theft/other,18:58:00
20338,2022,2022-11-30,property,theft f/auto,theft f/auto,property|theft f/auto,18:27:00
20340,2022,2022-12-12,property,burglary,burglary,property|burglary,15:30:00
20341,2022,2022-12-13,property,theft/other,theft/other,property|theft/other,09:25:00
20342,2022,2022-12-17,property,theft f/auto,theft f/auto,property|theft f/auto,22:30:00
20343,2022,2022-12-18,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,06:40:00
20344,2022,2022-12-17,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,21:00:00
20345,2022,2022-12-18,property,theft/other,theft/other,property|theft/other,08:35:00
20346,2022,2022-12-10,property,theft f/auto,theft f/auto,property|theft f/auto,19:30:00
20347,2022,2022-12-18,property,theft/other,theft/other,property|theft/other,05:23:00
20348,2022,2022-03-21,property,theft/other,theft/other,property|theft/other,11:20:00
20349,2022,2022-03-28,property,theft/other,theft/other,property|theft/other,05:20:00
20350,2022,2022-03-31,property,theft/other,theft/other,property|theft/other,01:45:00
20351,2022,2022-09-18,violent,robbery,robbery,violent|robbery,14:33:00
20352,2022,2022-09-23,violent,robbery,robbery,violent|robbery,23:10:00
20353,2022,2022-09-24,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,01:26:00
20354,2022,2022-08-06,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,18:43:00
20355,2022,2022-08-06,violent,robbery,robbery,violent|robbery,18:45:00
20356,2022,2022-06-23,property,theft f/auto,theft f/auto,property|theft f/auto,23:59:00
20357,2022,2022-06-26,property,theft/other,theft/other,property|theft/other,09:00:00
20358,2022,2022-09-18,property,theft/other,theft/other,property|theft/other,14:00:00
20359,2022,2022-09-18,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,15:25:00
20360,2022,2022-09-23,property,theft/other,theft/other,property|theft/other,11:00:00
20361,2022,2022-09-23,property,theft/other,theft/other,property|theft/other,23:22:00
20362,2022,2022-09-24,property,theft/other,theft/other,property|theft/other,00:55:00
20363,2022,2022-09-24,property,theft f/auto,theft f/auto,property|theft f/auto,01:51:00
20364,2022,2022-10-11,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,12:00:00
20365,2022,2022-08-06,property,theft/other,theft/other,property|theft/other,18:32:00
20366,2022,2022-08-06,property,theft f/auto,theft f/auto,property|theft f/auto,19:44:00
20367,2022,2022-08-06,property,theft/other,theft/other,property|theft/other,19:17:00
20368,2022,2022-08-06,property,theft/other,theft/other,property|theft/other,20:11:00
20369,2022,2022-08-06,property,theft/other,theft/other,property|theft/other,22:50:00
20370,2022,2022-08-22,property,theft f/auto,theft f/auto,property|theft f/auto,08:30:00
20371,2022,2022-08-23,property,burglary,burglary,property|burglary,06:00:00
20372,2022,2022-08-22,property,theft f/auto,theft f/auto,property|theft f/auto,17:00:00
20373,2022,2022-08-23,property,theft/other,theft/other,property|theft/other,08:55:00
20374,2022,2022-08-22,property,theft f/auto,theft f/auto,property|theft f/auto,17:00:00
20375,2022,2022-08-23,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,05:00:00
20376,2022,2022-08-22,property,theft/other,theft/other,property|theft/other,15:55:00
20377,2022,2022-08-22,property,theft f/auto,theft f/auto,property|theft f/auto,23:30:00
20378,2022,2022-08-28,violent,sex abuse,sex abuse,violent|sex abuse,07:25:00
20379,2022,2022-10-01,violent,robbery,robbery,violent|robbery,15:12:00
20380,2022,2022-10-19,violent,robbery,robbery,violent|robbery,19:54:00
20381,2022,2022-07-28,violent,robbery,robbery,violent|robbery,20:57:00
20382,2022,2022-08-14,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,10:10:00
20383,2022,2022-08-22,property,theft f/auto,theft f/auto,property|theft f/auto,19:00:00
20384,2022,2022-08-27,property,theft/other,theft/other,property|theft/other,14:10:00
20385,2022,2022-09-09,property,theft f/auto,theft f/auto,property|theft f/auto,09:15:00
20386,2022,2022-09-02,property,theft/other,theft/other,property|theft/other,12:10:00
20387,2022,2022-09-08,property,theft f/auto,theft f/auto,property|theft f/auto,00:00:00
20388,2022,2022-09-14,property,theft/other,theft/other,property|theft/other,16:04:00
20389,2022,2022-09-14,property,theft/other,theft/other,property|theft/other,16:53:00
20390,2022,2022-09-14,property,theft f/auto,theft f/auto,property|theft f/auto,17:50:00
20391,2022,2022-09-13,property,theft/other,theft/other,property|theft/other,21:00:00
20392,2022,2022-09-26,property,theft/other,theft/other,property|theft/other,08:00:00
20393,2022,2022-10-01,property,theft/other,theft/other,property|theft/other,10:30:00
20394,2022,2022-10-01,property,theft/other,theft/other,property|theft/other,19:08:00
20395,2022,2022-09-28,property,theft f/auto,theft f/auto,property|theft f/auto,06:30:00
20396,2022,2022-10-19,property,theft f/auto,theft f/auto,property|theft f/auto,18:29:00
20397,2022,2022-10-19,property,theft/other,theft/other,property|theft/other,18:34:00
20398,2022,2022-10-19,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,19:00:00
20399,2022,2022-10-19,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,19:19:00
20400,2022,2022-08-14,property,theft f/auto,theft f/auto,property|theft f/auto,10:39:00
20401,2022,2022-08-14,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,11:50:00
20402,2022,2022-08-14,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,12:01:00
20403,2022,2022-08-13,property,theft f/auto,theft f/auto,property|theft f/auto,18:45:00
20404,2022,2022-08-13,property,theft/other,theft/other,property|theft/other,08:00:00
20405,2022,2022-09-16,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,18:30:00
20406,2022,2022-10-10,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,00:24:00
20407,2022,2022-07-30,violent,robbery,robbery,violent|robbery,22:49:00
20408,2022,2022-07-30,violent,robbery,robbery,violent|robbery,23:02:00
20409,2022,2022-08-30,property,theft/other,theft/other,property|theft/other,01:20:00
20410,2022,2022-08-30,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,15:44:00
20411,2022,2022-08-29,property,theft f/auto,theft f/auto,property|theft f/auto,14:00:00
20412,2022,2022-09-04,property,theft f/auto,theft f/auto,property|theft f/auto,17:30:00
20413,2022,2022-09-04,property,theft f/auto,theft f/auto,property|theft f/auto,23:00:00
20414,2022,2022-08-31,property,theft/other,theft/other,property|theft/other,16:30:00
20415,2022,2022-09-22,property,theft/other,theft/other,property|theft/other,08:32:00
20416,2022,2022-09-18,property,theft f/auto,theft f/auto,property|theft f/auto,20:00:00
20417,2022,2022-09-21,property,theft f/auto,theft f/auto,property|theft f/auto,19:00:00
20418,2022,2022-09-20,property,theft f/auto,theft f/auto,property|theft f/auto,21:00:00
20419,2022,2022-09-22,property,burglary,burglary,property|burglary,04:29:00
20420,2022,2022-09-22,property,theft f/auto,theft f/auto,property|theft f/auto,13:01:00
20421,2022,2022-09-22,property,theft/other,theft/other,property|theft/other,13:49:00
20422,2022,2022-10-09,property,theft/other,theft/other,property|theft/other,16:00:00
20423,2022,2022-10-09,property,theft f/auto,theft f/auto,property|theft f/auto,16:13:00
20424,2022,2022-10-07,property,theft f/auto,theft f/auto,property|theft f/auto,20:00:00
20425,2022,2022-10-09,property,theft f/auto,theft f/auto,property|theft f/auto,23:24:00
20426,2022,2022-10-09,property,theft/other,theft/other,property|theft/other,22:00:00
20427,2022,2022-07-31,property,theft/other,theft/other,property|theft/other,00:26:00
20428,2022,2022-08-04,property,theft f/auto,theft f/auto,property|theft f/auto,16:30:00
20429,2022,2022-11-13,violent,robbery,robbery,violent|robbery,18:59:00
20430,2022,2022-11-30,violent,robbery,robbery,violent|robbery,19:56:00
20431,2022,2022-12-24,violent,robbery,robbery,violent|robbery,02:57:00
20432,2022,2022-11-13,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,15:53:00
20433,2022,2022-11-13,property,theft/other,theft/other,property|theft/other,16:20:00
20434,2022,2022-11-13,property,theft/other,theft/other,property|theft/other,16:43:00
20435,2022,2022-11-13,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,16:55:00
20436,2022,2022-11-13,property,theft/other,theft/other,property|theft/other,16:30:00
20437,2022,2022-11-13,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,18:43:00
20438,2022,2022-11-19,property,theft/other,theft/other,property|theft/other,12:20:00
20439,2022,2022-11-30,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,19:56:00
20440,2022,2022-11-30,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,20:14:00
20441,2022,2022-11-30,property,theft/other,theft/other,property|theft/other,10:00:00
20442,2022,2022-12-06,property,theft/other,theft/other,property|theft/other,17:30:00
20443,2022,2022-12-06,property,theft/other,theft/other,property|theft/other,19:14:00
20444,2022,2022-12-18,property,theft f/auto,theft f/auto,property|theft f/auto,02:00:00
20445,2022,2022-12-24,property,theft f/auto,theft f/auto,property|theft f/auto,05:40:00
20446,2022,2022-12-24,property,theft f/auto,theft f/auto,property|theft f/auto,02:30:00
20447,2022,2022-06-29,property,theft/other,theft/other,property|theft/other,19:00:00
20448,2022,2022-06-30,property,theft/other,theft/other,property|theft/other,06:10:00
20449,2022,2022-06-27,property,theft/other,theft/other,property|theft/other,09:56:00
20450,2022,2022-06-29,property,theft/other,theft/other,property|theft/other,20:00:00
20451,2022,2022-09-29,violent,robbery,robbery,violent|robbery,12:35:00
20452,2022,2022-08-12,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,18:45:00
20453,2022,2022-09-21,property,theft/other,theft/other,property|theft/other,15:41:00
20454,2022,2022-09-29,property,theft f/auto,theft f/auto,property|theft f/auto,09:24:00
20455,2022,2022-09-29,property,theft/other,theft/other,property|theft/other,10:58:00
20456,2022,2022-09-28,property,theft/other,theft/other,property|theft/other,20:12:00
20457,2022,2022-09-27,property,theft f/auto,theft f/auto,property|theft f/auto,20:40:00
20458,2022,2022-09-29,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,12:17:00
20459,2022,2022-09-29,property,theft/other,theft/other,property|theft/other,13:32:00
20460,2022,2022-10-02,property,theft/other,theft/other,property|theft/other,14:47:00
20461,2022,2022-10-04,property,theft/other,theft/other,property|theft/other,09:30:00
20462,2022,2022-10-17,property,theft/other,theft/other,property|theft/other,14:26:00
20463,2022,2022-10-15,property,theft f/auto,theft f/auto,property|theft f/auto,19:30:00
20464,2022,2022-10-17,property,theft/other,theft/other,property|theft/other,17:37:00
20465,2022,2022-10-23,property,theft f/auto,theft f/auto,property|theft f/auto,20:00:00
20466,2022,2022-10-24,property,theft f/auto,theft f/auto,property|theft f/auto,06:28:00
20467,2022,2022-10-24,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,04:30:00
20468,2022,2022-10-23,property,theft f/auto,theft f/auto,property|theft f/auto,07:40:00
20469,2022,2022-08-12,property,theft/other,theft/other,property|theft/other,13:07:00
20470,2022,2022-08-12,property,theft/other,theft/other,property|theft/other,14:17:00
20471,2022,2022-08-12,property,theft/other,theft/other,property|theft/other,16:08:00
20472,2022,2022-08-12,property,theft/other,theft/other,property|theft/other,17:51:00
20473,2022,2022-08-12,property,theft/other,theft/other,property|theft/other,18:07:00
20474,2022,2022-08-28,property,theft/other,theft/other,property|theft/other,14:10:00
20475,2022,2022-09-03,property,theft/other,theft/other,property|theft/other,09:23:00
20476,2022,2022-07-29,violent,robbery,robbery,violent|robbery,02:36:00
20477,2022,2022-08-03,violent,sex abuse,sex abuse,violent|sex abuse,01:15:00
20478,2022,2022-09-14,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,19:15:00
20479,2022,2022-09-20,property,theft/other,theft/other,property|theft/other,10:49:00
20480,2022,2022-09-17,property,theft/other,theft/other,property|theft/other,14:45:00
20481,2022,2022-10-07,property,theft/other,theft/other,property|theft/other,12:00:00
20482,2022,2022-10-07,property,theft f/auto,theft f/auto,property|theft f/auto,12:14:00
20483,2022,2022-07-29,property,theft/other,theft/other,property|theft/other,01:45:00
20484,2022,2022-08-02,property,theft/other,theft/other,property|theft/other,09:00:00
20485,2022,2022-08-02,property,theft/other,theft/other,property|theft/other,21:17:00
20486,2022,2022-08-02,property,theft f/auto,theft f/auto,property|theft f/auto,13:00:00
20487,2022,2022-08-10,property,theft f/auto,theft f/auto,property|theft f/auto,20:00:00
20488,2022,2022-08-19,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,01:38:00
20489,2022,2022-08-17,property,theft/other,theft/other,property|theft/other,11:00:00
20490,2022,2022-08-07,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,14:33:00
20491,2022,2022-08-19,property,theft/other,theft/other,property|theft/other,15:19:00
20492,2022,2022-08-24,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,17:42:00
20493,2022,2022-09-05,violent,homicide,homicide,violent|homicide,13:35:00
20494,2022,2022-10-15,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,23:45:00
20495,2022,2022-09-05,property,theft/other,theft/other,property|theft/other,12:35:00
20496,2022,2022-09-04,property,theft f/auto,theft f/auto,property|theft f/auto,13:54:00
20497,2022,2022-09-05,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,15:17:00
20498,2022,2022-09-11,property,theft/other,theft/other,property|theft/other,00:48:00
20499,2022,2022-09-11,property,theft/other,theft/other,property|theft/other,01:41:00
20500,2022,2022-09-11,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,00:15:00
20501,2022,2022-09-11,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,02:08:00
20502,2022,2022-09-27,property,theft/other,theft/other,property|theft/other,13:00:00
20503,2022,2022-09-27,property,theft/other,theft/other,property|theft/other,14:20:00
20504,2022,2022-09-21,property,theft f/auto,theft f/auto,property|theft f/auto,14:30:00
20505,2022,2022-09-27,property,theft f/auto,theft f/auto,property|theft f/auto,06:00:00
20506,2022,2022-09-27,property,theft/other,theft/other,property|theft/other,15:10:00
20507,2022,2022-09-27,property,theft f/auto,theft f/auto,property|theft f/auto,16:10:00
20508,2022,2022-09-26,property,burglary,burglary,property|burglary,21:00:00
20509,2022,2022-10-14,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,17:00:00
20510,2022,2022-10-13,property,theft f/auto,theft f/auto,property|theft f/auto,20:00:00
20511,2022,2022-10-14,property,theft f/auto,theft f/auto,property|theft f/auto,09:30:00
20512,2022,2022-10-16,property,theft/other,theft/other,property|theft/other,00:27:00
20513,2022,2022-08-04,property,burglary,burglary,property|burglary,22:00:00
20514,2022,2022-08-10,property,theft f/auto,theft f/auto,property|theft f/auto,11:09:00
20515,2022,2022-12-06,violent,robbery,robbery,violent|robbery,20:54:00
20516,2022,2022-12-30,violent,homicide,homicide,violent|homicide,02:34:00
20517,2022,2022-09-29,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,12:00:00
20518,2022,2022-11-19,property,theft/other,theft/other,property|theft/other,13:00:00
20519,2022,2022-11-19,property,theft/other,theft/other,property|theft/other,15:17:00
20520,2022,2022-11-19,property,theft/other,theft/other,property|theft/other,16:36:00
20521,2022,2022-11-19,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,15:50:00
20522,2022,2022-12-06,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,21:20:00
20523,2022,2022-12-02,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,21:45:00
20524,2022,2022-12-03,property,theft f/auto,theft f/auto,property|theft f/auto,00:01:00
20525,2022,2022-12-12,property,theft/other,theft/other,property|theft/other,16:24:00
20526,2022,2022-12-11,property,theft/other,theft/other,property|theft/other,00:00:00
20527,2022,2022-12-12,property,theft/other,theft/other,property|theft/other,18:24:00
20528,2022,2022-12-24,property,theft/other,theft/other,property|theft/other,10:53:00
20529,2023,2022-12-12,property,theft/other,theft/other,property|theft/other,20:00:00
20530,2022,2022-12-30,property,theft/other,theft/other,property|theft/other,12:38:00
20531,2022,2022-09-08,property,theft/other,theft/other,property|theft/other,17:30:00
20532,2022,2022-09-08,property,theft/other,theft/other,property|theft/other,08:05:00
20533,2022,2022-09-08,property,theft f/auto,theft f/auto,property|theft f/auto,21:37:00
20534,2022,2022-10-16,property,theft/other,theft/other,property|theft/other,10:55:00
20535,2022,2022-11-06,property,theft f/auto,theft f/auto,property|theft f/auto,18:30:00
20536,2022,2022-11-09,property,theft/other,theft/other,property|theft/other,15:09:00
20537,2022,2022-10-11,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,00:50:00
20538,2022,2022-07-31,violent,robbery,robbery,violent|robbery,23:51:00
20539,2022,2022-08-01,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,01:36:00
20540,2022,2022-10-05,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,15:08:00
20541,2022,2022-10-05,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,16:32:00
20542,2022,2022-10-05,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,16:45:00
20543,2022,2022-10-05,property,theft f/auto,theft f/auto,property|theft f/auto,15:15:00
20544,2022,2022-10-01,property,theft/other,theft/other,property|theft/other,09:47:00
20545,2022,2022-10-05,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,19:55:00
20546,2022,2022-10-09,property,theft/other,theft/other,property|theft/other,12:27:00
20547,2022,2022-10-22,property,theft f/auto,theft f/auto,property|theft f/auto,23:00:00
20548,2022,2022-10-24,property,theft/other,theft/other,property|theft/other,11:10:00
20549,2022,2022-10-16,property,theft f/auto,theft f/auto,property|theft f/auto,13:17:00
20550,2022,2022-08-17,property,theft f/auto,theft f/auto,property|theft f/auto,09:03:00
20551,2022,2022-08-15,property,theft/other,theft/other,property|theft/other,09:45:00
20552,2022,2022-08-16,property,theft/other,theft/other,property|theft/other,14:00:00
20553,2022,2022-08-15,property,theft/other,theft/other,property|theft/other,17:16:00
20554,2022,2022-08-16,property,theft f/auto,theft f/auto,property|theft f/auto,16:00:00
20555,2022,2022-08-22,property,theft f/auto,theft f/auto,property|theft f/auto,06:15:00
20556,2022,2022-08-10,property,theft/other,theft/other,property|theft/other,13:00:00
20557,2022,2022-08-27,property,theft/other,theft/other,property|theft/other,11:30:00
20558,2022,2022-09-02,property,theft/other,theft/other,property|theft/other,20:00:00
20559,2022,2022-09-03,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,15:31:00
20560,2022,2022-09-08,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,20:14:00
20561,2022,2022-10-13,violent,robbery,robbery,violent|robbery,16:17:00
20562,2022,2022-10-13,violent,homicide,homicide,violent|homicide,15:38:00
20563,2022,2022-10-13,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,17:00:00
20564,2022,2022-08-08,violent,robbery,robbery,violent|robbery,11:27:00
20565,2022,2022-08-14,violent,robbery,robbery,violent|robbery,03:10:00
20566,2022,2022-09-19,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,17:00:00
20567,2022,2022-09-25,property,theft f/auto,theft f/auto,property|theft f/auto,14:24:00
20568,2022,2022-09-25,property,theft/other,theft/other,property|theft/other,10:33:00
20569,2022,2022-09-24,property,theft f/auto,theft f/auto,property|theft f/auto,22:30:00
20570,2022,2022-09-25,property,theft/other,theft/other,property|theft/other,16:53:00
20571,2022,2022-09-25,property,theft/other,theft/other,property|theft/other,17:33:00
20572,2022,2022-09-24,property,theft/other,theft/other,property|theft/other,21:40:00
20573,2022,2022-09-27,property,theft/other,theft/other,property|theft/other,22:00:00
20574,2022,2022-10-06,property,theft/other,theft/other,property|theft/other,00:00:00
20575,2022,2022-10-13,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,16:04:00
20576,2022,2022-10-08,property,theft f/auto,theft f/auto,property|theft f/auto,19:00:00
20577,2022,2022-10-12,property,theft/other,theft/other,property|theft/other,10:00:00
20578,2022,2022-10-13,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,19:40:00
20579,2022,2022-10-13,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,20:01:00
20580,2022,2022-10-19,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,08:05:00
20581,2022,2022-10-17,property,theft/other,theft/other,property|theft/other,10:00:00
20582,2022,2022-08-03,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,03:10:00
20583,2022,2022-07-30,property,theft/other,theft/other,property|theft/other,12:00:00
20584,2022,2022-08-06,property,theft f/auto,theft f/auto,property|theft f/auto,02:00:00
20585,2022,2022-07-16,property,theft/other,theft/other,property|theft/other,12:00:00
20586,2022,2022-08-24,property,theft f/auto,theft f/auto,property|theft f/auto,19:54:00
20587,2022,2022-08-24,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,20:58:00
20588,2022,2022-08-24,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,08:30:00
20589,2022,2022-08-30,property,theft/other,theft/other,property|theft/other,01:25:00
20590,2022,2022-09-16,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,08:49:00
20591,2022,2022-08-15,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,17:03:00
20592,2022,2022-09-10,property,theft f/auto,theft f/auto,property|theft f/auto,13:00:00
20593,2022,2022-09-10,property,theft f/auto,theft f/auto,property|theft f/auto,22:00:00
20594,2022,2022-09-16,property,theft f/auto,theft f/auto,property|theft f/auto,08:34:00
20595,2022,2022-09-16,property,theft f/auto,theft f/auto,property|theft f/auto,10:30:00
20596,2022,2022-09-12,property,theft f/auto,theft f/auto,property|theft f/auto,17:00:00
20597,2022,2022-09-16,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,13:45:00
20598,2022,2022-09-16,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,13:46:00
20599,2022,2022-10-03,property,theft/other,theft/other,property|theft/other,13:15:00
20600,2022,2022-10-03,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,19:07:00
20601,2022,2022-10-09,property,theft/other,theft/other,property|theft/other,09:06:00
20602,2022,2022-10-21,property,theft/other,theft/other,property|theft/other,09:40:00
20603,2022,2022-10-21,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,03:00:00
20604,2022,2022-07-30,property,theft f/auto,theft f/auto,property|theft f/auto,12:53:00
20605,2022,2022-07-30,property,theft f/auto,theft f/auto,property|theft f/auto,13:45:00
20606,2022,2022-07-30,property,theft/other,theft/other,property|theft/other,14:26:00
20607,2022,2022-07-21,property,theft/other,theft/other,property|theft/other,00:00:00
20608,2022,2022-08-15,property,theft/other,theft/other,property|theft/other,18:49:00
20609,2022,2022-11-25,property,theft f/auto,theft f/auto,property|theft f/auto,07:49:00
20610,2022,2022-11-25,property,theft/other,theft/other,property|theft/other,14:37:00
20611,2022,2022-11-25,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,15:08:00
20612,2022,2022-11-25,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,15:39:00
20613,2022,2022-11-25,property,theft f/auto,theft f/auto,property|theft f/auto,21:00:00
20614,2022,2022-11-30,property,theft/other,theft/other,property|theft/other,11:00:00
20615,2022,2022-12-12,property,theft/other,theft/other,property|theft/other,17:44:00
20616,2022,2022-12-12,property,theft f/auto,theft f/auto,property|theft f/auto,20:37:00
20617,2022,2022-12-17,property,theft/other,theft/other,property|theft/other,00:00:00
20618,2022,2022-12-18,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,00:24:00
20619,2022,2022-12-18,property,theft f/auto,theft f/auto,property|theft f/auto,01:07:00
20620,2022,2022-03-14,property,theft f/auto,theft f/auto,property|theft f/auto,00:00:00
20621,2022,2022-03-16,property,theft/other,theft/other,property|theft/other,01:36:00
20622,2022,2022-03-18,property,theft f/auto,theft f/auto,property|theft f/auto,00:00:00
20623,2022,2022-03-19,property,theft f/auto,theft f/auto,property|theft f/auto,01:00:00
20624,2022,2022-03-23,property,theft/other,theft/other,property|theft/other,09:30:00
20625,2022,2022-06-07,property,theft/other,theft/other,property|theft/other,18:30:00
20626,2022,2022-10-28,property,burglary,burglary,property|burglary,07:00:00
20627,2022,2022-10-29,property,theft/other,theft/other,property|theft/other,00:00:00
20628,2022,2022-10-11,violent,robbery,robbery,violent|robbery,08:51:00
20629,2022,2022-10-16,violent,robbery,robbery,violent|robbery,23:31:00
20630,2022,2022-10-17,violent,robbery,robbery,violent|robbery,01:51:00
20631,2022,2022-08-01,violent,robbery,robbery,violent|robbery,03:35:00
